FR::abbeville	Abbeville		OK	H	
FR::abilly	Abilly		OK	H	
FR::agen	Agen		OK	H	
FR::aigues-mortes	Aigues-Mortes		OK	H	Correction trait d'union
FR::aigueze	Aiguèze		OK	H	Ajout accent grave
FR::aiguines	Aiguines		OK	H	
FR::ailhon	Ailhon		OK	H	
FR::ainhoa	Ainhoa		OK	H	
FR::airvault	Airvault		OK	H	
FR::aix-en-provence	Aix-en-Provence		OK	H	Correction trait d'union
FR::aix-les-bains	Aix-les-Bains		OK	H	
FR::aixe-sur-vienne	Aixe-sur-Vienne		OK	H	Correction trait d'union
FR::ajaccio	Ajaccio		OK	H	
FR::alba-la-romaine	Alba-la-Romaine		OK	H	Correction trait d'union
FR::albert	Albert		OK	H	
FR::albertville	Albertville		OK	H	
FR::albi	Albi		OK	H	
FR::alencon	Alençon		OK	H	Ajout cédille
FR::ales	Alès		OK	H	Ajout accent grave
FR::allegre	Allègre		OK	H	Ajout accent grave
FR::amberieu-en-bugey	Ambérieu-en-Bugey		OK	H	Ajout accent aigu
FR::ambert	Ambert		OK	H	
FR::ambleteuse	Ambleteuse		OK	H	
FR::amboise	Amboise		OK	H	
FR::amiens	Amiens		OK	H	
FR::amneville	Amnéville		OK	H	Ajout accent aigu
FR::ancy-le-franc	Ancy-le-Franc		OK	H	Correction trait d'union
FR::anduze	Anduze		OK	H	
FR::anet	Anet		OK	H	
FR::angers	Angers		OK	H	
FR::angles-sur-l-anglin	Angles-sur-l'Anglin		OK	H	Apostrophe
FR::angouleme	Angoulême		OK	H	Ajout accent circonflexe
FR::annecy	Annecy		OK	H	
FR::annot	Annot		OK	H	
FR::ansouis	Ansouis		OK	H	
FR::antibes	Antibes		OK	H	
FR::antony	Antony		OK	H	
FR::antraigues-sur-volane	Antraigues-sur-Volane		OK	H	Correction trait d'union
FR::arbois	Arbois		OK	H	
FR::arc-et-senans	Arc-et-Senans		OK	H	Correction trait d'union
FR::arcachon	Arcachon		OK	H	
FR::argentan	Argentan		OK	H	
FR::argentat-sur-dordogne	Argentat-sur-Dordogne		OK	H	Correction trait d'union
FR::argenton-sur-creuse	Argenton-sur-Creuse		OK	H	Correction trait d'union
FR::arlempdes	Arlempdes		OK	H	
FR::arles	Arles		OK	H	
FR::arpajon	Arpajon-sur-Cère		?	M	Nom local plus précis, vérifier si c'est bien cette commune
FR::arras	Arras		OK	H	
FR::arreau	Arreau		OK	H	
FR::arromanches-les-bains	Arromanches-les-Bains		OK	H	Correction trait d'union
FR::artemare	Artemare		OK	H	
FR::asnieres-sur-oise	Asnières-sur-Oise		OK	H	
FR::aubenas	Aubenas		OK	H	
FR::aubervilliers	Aubervilliers		OK	H	
FR::aubeterre-sur-dronne	Aubeterre-sur-Dronne		OK	H	Correction trait d'union
FR::aubigny-sur-nere	Aubigny-sur-Nère		OK	H	Correction trait d'union + accent
FR::aubusson	Aubusson		OK	H	
FR::auch	Auch		OK	H	
FR::aulnay-sous-bois	Aulnay-sous-Bois		OK	H	
FR::aulus-les-bains	Aulus-les-Bains		OK	H	Correction trait d'union
FR::aumont-aubrac	Aumont-Aubrac		OK	H	Correction trait d'union
FR::auray	Auray		OK	H	
FR::aurillac	Aurillac		OK	H	
FR::autoire	Autoire		OK	H	
FR::autrans	Autrans		OK	H	
FR::autrey	Autrey		OK	H	
FR::autun	Autun		OK	H	
FR::auvers-sur-oise	Auvers-sur-Oise		OK	H	
FR::auvillar	Auvillar		OK	H	
FR::auxerre	Auxerre		OK	H	
FR::avallon	Avallon		OK	H	
FR::avignon	Avignon		OK	H	
FR::avranches	Avranches		OK	H	
FR::ax-les-thermes	Ax-les-Thermes		OK	H	Correction trait d'union
FR::ay-champagne	Aÿ-Champagne		OK	H	Ajout tréma
FR::azay-le-rideau	Azay-le-Rideau		OK	H	Correction trait d'union
FR::baccarat	Baccarat		OK	H	
FR::bagneres-de-bigorre	Bagnères-de-Bigorre		OK	H	Ajout accent grave
FR::bagneres-de-luchon	Bagnères-de-Luchon		OK	H	Ajout accent grave
FR::bagnoles-de-l-orne	Bagnoles-de-l'Orne		OK	H	Apostrophe
FR::bagnols-sur-ceze	Bagnols-sur-Cèze		OK	H	Ajout accent grave
FR::balazuc	Balazuc		OK	H	
FR::banne	Banne		OK	H	
FR::bar-le-duc	Bar-le-Duc		OK	H	Correction trait d'union
FR::bar-sur-seine	Bar-sur-Seine		OK	H	Correction trait d'union
FR::barbentane	Barbentane		OK	H	
FR::barbizon	Barbizon		OK	H	
FR::bareges	Barèges		OK	H	Ajout accent grave
FR::barfleur	Barfleur		OK	H	
FR::barjac	Barjac		OK	H	
FR::barneville-carteret	Barneville-Carteret		OK	H	
FR::bastia	Bastia		OK	H	
FR::batz-sur-mer	Batz-sur-Mer		OK	H	
FR::bauduen	Bauduen		OK	H	
FR::baume-les-dames	Baume-les-Dames		OK	H	Correction trait d'union
FR::baume-les-messieurs	Baume-les-Messieurs		OK	H	Correction trait d'union
FR::bavay	Bavay		OK	H	
FR::bayeux	Bayeux		OK	H	
FR::bayonne	Bayonne		OK	H	
FR::beauchastel	Beauchastel		OK	H	
FR::beaucourt	Beaucourt		OK	H	
FR::beaufort	Beaufort		OK	H	
FR::beaugency	Beaugency		OK	H	
FR::beaujeu	Beaujeu		OK	H	
FR::beaulieu-ardeche	Beaulieu		?	M	Vérifier si c'est bien Beaulieu Ardèche vs autres Beaulieu
FR::beaulieu-en-argonne	Beaulieu-en-Argonne		OK	H	Correction trait d'union
FR::beaulieu-sur-dordogne	Beaulieu-sur-Dordogne		OK	H	Correction trait d'union
FR::beaulieu-sur-mer	Beaulieu-sur-Mer		OK	H	Correction trait d'union
FR::beaune	Beaune		OK	H	
FR::beauvais	Beauvais		OK	H	
FR::behuard	Béhuard		OK	H	Ajout accent aigu
FR::belcastel	Belcastel		OK	H	
FR::belfort	Belfort		OK	H	
FR::bellac	Bellac		OK	H	
FR::bellegarde-sur-valserine	Bellegarde-sur-Valserine		OK	H	Correction trait d'union
FR::belleme	Bellême		OK	H	Ajout accent circonflexe
FR::belley	Belley		OK	H	
FR::belvedere	Belvédère		OK	H	
FR::belz	Belz		OK	H	
FR::bergerac	Bergerac		OK	H	
FR::bergheim	Bergheim		OK	H	
FR::bergues	Bergues		OK	H	
FR::bernay	Bernay		OK	H	
FR::besancon	Besançon		OK	H	Ajout cédille
FR::besse-et-saint-anastaise	Besse-et-Saint-Anastaise		OK	H	Correction trait d'union
FR::bethmale	Bethmale		OK	H	
FR::bethune	Béthune		OK	H	Ajout accent aigu
FR::beuvron-en-auge	Beuvron-en-Auge		OK	H	Correction trait d'union
FR::beynac-et-cazenac	Beynac-et-Cazenac		OK	H	Correction trait d'union
FR::beze	Bèze		OK	H	Ajout accent grave
FR::beziers	Béziers		OK	H	Ajout accent aigu
FR::biarritz	Biarritz		OK	H	
FR::bibracte	Bibracte		OK	H	
FR::biot	Biot		OK	H	
FR::biscarrosse	Biscarrosse		OK	H	
FR::bitche	Bitche		OK	H	
FR::blaye	Blaye		OK	H	
FR::blois	Blois		OK	H	
FR::bobigny	Bobigny		OK	H	
FR::bonifacio	Bonifacio		OK	H	
FR::bonnetable	Bonnétable		OK	H	Ajout accent aigu
FR::bonneval	Bonneval		OK	H	
FR::bonneval-sur-arc	Bonneval-sur-Arc		OK	H	Correction trait d'union
FR::bordeaux	Bordeaux		OK	H	
FR::bormes-les-mimosas	Bormes-les-Mimosas		OK	H	Correction trait d'union
FR::boucieu-le-roi	Boucieu-le-Roi		OK	H	Correction trait d'union
FR::bouges-le-chateau	Bouges-le-Château		OK	H	Ajout accent circonflexe
FR::boulbon	Boulbon		OK	H	
FR::boulogne-billancourt	Boulogne-Billancourt		OK	H	
FR::boulogne-sur-mer	Boulogne-sur-Mer		OK	H	Correction trait d'union
FR::bourbon-l-archambault	Bourbon-l'Archambault		OK	H	Apostrophe
FR::bourbonne-les-bains	Bourbonne-les-Bains		OK	H	Correction trait d'union
FR::bourg-en-bresse	Bourg-en-Bresse		OK	H	Correction trait d'union
FR::bourges	Bourges		OK	H	
FR::boussac	Boussac		OK	H	
FR::bouxwiller	Bouxwiller		OK	H	
FR::bouzigues	Bouzigues		OK	H	
FR::bouzonville	Bouzonville		OK	H	
FR::brancion	Brancion		OK	H	
FR::brando	Brando		OK	H	
FR::brantome	Brantôme		OK	H	Ajout accent circonflexe
FR::bressuire	Bressuire		OK	H	
FR::brest	Brest		OK	H	
FR::briancon	Briançon		OK	H	Ajout cédille
FR::briare	Briare		OK	H	
FR::brienne-le-chateau	Brienne-le-Château		OK	H	Ajout accent circonflexe
FR::briey	Briey		OK	H	
FR::brioude	Brioude		OK	H	
FR::brissac-loire-aubance	Brissac-Loire-Aubance		OK	H	
FR::brissac-quince	Brissac-Quincé		OK	H	Ajout accent aigu
FR::brive-la-gaillarde	Brive-la-Gaillarde		OK	H	Correction trait d'union
FR::brou	Brou		OK	H	
FR::bruere-allichamps	Bruère-Allichamps		OK	H	
FR::bruniquel	Bruniquel		OK	H	
FR::cabourg	Cabourg		OK	H	
FR::cabrerets-pech-merle	Grotte de Pech-Merle		?	M	Site spécifique (grotte), vérifier granularité
FR::caen	Caen		OK	H	
FR::cagnes-sur-mer	Cagnes-sur-Mer		OK	H	Correction trait d'union
FR::cahors	Cahors		OK	H	
FR::calais	Calais		OK	H	
FR::calvi	Calvi		OK	H	
FR::camaret-sur-mer	Camaret-sur-Mer		OK	H	Correction trait d'union
FR::cambrai	Cambrai		OK	H	
FR::cancale	Cancale		OK	H	
FR::canet-en-roussillon	Canet-en-Roussillon		OK	H	Correction trait d'union
FR::cannes	Cannes		OK	H	
FR::cap-frehel	Cap Fréhel		OK	H	
FR::capbreton	Capbreton		OK	H	
FR::carcassonne	Carcassonne		OK	H	
FR::cargese	Cargèse		OK	H	Ajout accent grave
FR::carnac	Carnac		OK	H	
FR::caromb	Caromb		OK	H	
FR::carpentras	Carpentras		OK	H	
FR::carros	Carros		OK	H	
FR::carrouges	Carrouges		OK	H	
FR::carry-le-rouet	Carry-le-Rouet		OK	H	Correction trait d'union
FR::caseneuve	Caseneuve		OK	H	
FR::cassel	Cassel		OK	H	
FR::cassis	Cassis		OK	H	
FR::casteljaloux	Casteljaloux		OK	H	
FR::castellane	Castellane		OK	H	
FR::castelnou	Castelnou		OK	H	
FR::castelsarrasin	Castelsarrasin		OK	H	
FR::castres	Castres		OK	H	
FR::caudebec-en-caux	Caudebec-en-Caux		OK	H	Correction trait d'union
FR::caussade	Caussade		OK	H	
FR::cauterets	Cauterets		OK	H	
FR::celles-sur-belle	Celles-sur-Belle		OK	H	Correction trait d'union
FR::centre-pompidou	Centre Pompidou		OK	H	
FR::centuri	Centuri		OK	H	
FR::cerdon	Cerdon		OK	H	
FR::ceret	Céret		OK	H	Ajout accent aigu
FR::cergy	Cergy		OK	H	
FR::chablis	Chablis		OK	H	
FR::chalencon	Chalencon		OK	H	
FR::challans	Challans		OK	H	
FR::chalon-sur-saone	Chalon-sur-Saône		OK	H	Correction trait d'union + accent
FR::chalons-en-champagne	Châlons-en-Champagne		OK	H	Ajout accent circonflexe
FR::chambery	Chambéry		OK	H	Ajout accent aigu
FR::chambon-sur-lac	Chambon-sur-Lac		OK	H	Correction trait d'union
FR::chambon-sur-voueize	Chambon-sur-Voueize		OK	H	Correction trait d'union
FR::chambord	Chambord		OK	H	
FR::chamonix	Chamonix-Mont-Blanc	FR::chamonix-mont-blanc	OK	H	Doublon évident
FR::chamonix-mont-blanc	Chamonix-Mont-Blanc		OK	H	Correction trait d'union
FR::champagnole	Champagnole		OK	H	
FR::champlitte	Champlitte		OK	H	
FR::champs-sur-marne	Champs-sur-Marne		OK	H	Correction trait d'union
FR::chanaz	Chanaz		OK	H	
FR::chantilly	Chantilly		OK	H	
FR::chaource	Chaource		OK	H	
FR::charenton-le-pont	Charenton-le-Pont		OK	H	
FR::charleville-mezieres	Charleville-Mézières		OK	H	Ajout accent aigu
FR::charlieu	Charlieu		OK	H	
FR::charolles	Charolles		OK	H	
FR::charroux	Charroux		OK	H	
FR::chartres	Chartres		OK	H	
FR::chateau-chalon	Château-Chalon		OK	H	Ajout accent circonflexe
FR::chateau-chinon	Château-Chinon (Ville)		?	M	Nom Wikidata avec "(Ville)" - vérifier si nécessaire
FR::chateau-de-chambord	Château de Chambord		OK	H	
FR::chateau-de-champchevrier	Château de Champchevrier		OK	H	
FR::chateau-de-chenonceau	Château de Chenonceau		OK	H	
FR::chateau-de-cheverny	Château de Cheverny		OK	H	
FR::chateau-de-gizeux	Château de Gizeux		OK	H	
FR::chateau-de-la-ferte-saint-aubin	Château de La Ferté-Saint-Aubin		OK	H	
FR::chateau-de-langeais	Château de Langeais		OK	H	
FR::chateau-de-talcy	Château de Talcy		OK	H	
FR::chateau-de-valencay	Château de Valençay		OK	H	
FR::chateau-de-villandry	Château de Villandry		OK	H	
FR::chateau-de-villesavin	Château de Villesavin		OK	H	
FR::chateau-du-clos-luce	Château du Clos Lucé		OK	H	
FR::chateau-du-rivau	Château du Rivau		OK	H	
FR::chateau-gontier	Château-Gontier		OK	H	Ajout accent circonflexe
FR::chateau-royal-amboise	Château royal d'Amboise		OK	H	
FR::chateau-royal-blois	Château royal de Blois		OK	H	
FR::chateau-thierry	Château-Thierry		OK	H	
FR::chateaubriant	Châteaubriant		OK	H	
FR::chateaudouble	Châteaudouble		OK	H	Ajout accent circonflexe
FR::chateaudun	Châteaudun		OK	H	Ajout accent circonflexe
FR::chateauneuf-en-auxois	Châteauneuf		?	M	Nom local "Rue de Châteauneuf" bizarre, vérifier
FR::chateauneuf-sur-charente	Châteauneuf-sur-Charente		OK	H	Ajout accent circonflexe
FR::chateaurenard	Châteaurenard		OK	H	Ajout accent circonflexe
FR::chateauroux	Châteauroux		OK	H	Ajout accent circonflexe
FR::chatellerault	Châtellerault		OK	H	Ajout accent circonflexe
FR::chatenois-bas-rhin	Châtenois		?	M	Vérifier si le suffixe "Bas-Rhin" est nécessaire
FR::chatillon-sur-chalaronne	Châtillon-sur-Chalaronne		OK	H	Ajout accent circonflexe
FR::chaudes-aigues	Chaudes-Aigues		OK	H	Correction trait d'union
FR::chaumont	Chaumont		OK	H	
FR::chaumont-sur-loire	Chaumont-sur-Loire		OK	H	Correction trait d'union
FR::chauny	Chauny		OK	H	
FR::chauvigny	Chauvigny		OK	H	
FR::chenonceaux	Chenonceaux		OK	H	
FR::cherbourg-en-cotentin	Cherbourg-en-Cotentin		OK	H	Correction trait d'union
FR::cheverny	Cheverny		OK	H	
FR::chinon	Chinon		OK	H	
FR::chiroubles	Chiroubles		OK	H	
FR::cholet	Cholet		OK	H	
FR::choranche	Choranche		OK	H	
FR::cite-architecture-patrimoine	Cité de l'Architecture et du Patrimoine		OK	H	
FR::cite-des-sciences	Cité des Sciences et de l'Industrie		OK	H	
FR::civray	Civray		OK	H	
FR::clairvaux	Clairvaux-d'Aveyron		?	M	Vérifier si c'est ce Clairvaux ou un autre
FR::clairvaux-les-lacs	Clairvaux-les-Lacs		OK	H	Correction trait d'union
FR::clamecy	Clamecy		OK	H	
FR::claudon	Claudon		OK	H	
FR::clecy	Clécy		OK	H	Ajout accent aigu
FR::clermont	Clermont		OK	H	
FR::clermont-ferrand	Clermont-Ferrand		OK	H	Correction trait d'union
FR::clisson	Clisson		OK	H	
FR::cluny	Cluny		OK	H	
FR::cognac	Cognac		OK	H	
FR::colleville-sur-mer	Colleville-sur-Mer		OK	H	Correction trait d'union
FR::collioure	Collioure		OK	H	
FR::collonges-la-rouge	Collonges-la-Rouge		OK	H	Correction trait d'union
FR::colmar	Colmar		OK	H	
FR::colmars-les-alpes	Colmars		?	M	Nom local bizarre "Centre d'incendie", vérifier
FR::colombey-les-deux-eglises	Colombey-les-Deux-Églises		OK	H	Ajout majuscule + accent
FR::combourg	Combourg		OK	H	
FR::commercy	Commercy		OK	H	
FR::compiegne	Compiègne		OK	H	Ajout accent grave
FR::concarneau	Concarneau			OK	H